Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type,Health_Impact_Type,Device_Share,Edu_Recreational_Percent
8,Male,9.15,Tablet,True,0.57,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,56.99999999999999
16,Male,4.75,Smartphone,True,0.37,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,37.0
15,Male,5.0,Smartphone,True,0.31,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,31.0
10,Male,6.57,Smartphone,True,0.52,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,52.0
13,Female,7.77,TV,True,0.44,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,44.0
18,Male,3.99,Laptop,True,0.49,no health impact,Rural,Late teens,Portable,None,0.1475494233937397,49.0
10,Female,4.21,TV,True,0.49,"poor sleep, obesity risk",Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,49.0
11,Male,2.95,Smartphone,False,0.49,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,49.0
8,Female,3.93,Tablet,True,0.4,poor sleep,Rural,Pre-teens,Portable,Physical,0.12602965403624383,40.0
12,Female,6.34,TV,True,0.46,"poor sleep, eye strain",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
8,Male,1.24,Tablet,False,0.58,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,57.99999999999999
8,Female,9.26,TV,True,0.6,"eye strain, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,60.0
17,Female,5.46,Smartphone,True,0.39,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,39.0
18,Male,4.25,Smartphone,True,0.42,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,42.0
18,Male,3.82,Tablet,True,0.48,"poor sleep, eye strain",Rural,Late teens,Portable,Physical,0.12602965403624383,48.0
14,Male,4.61,Smartphone,True,0.38,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,38.0
13,Male,4.58,Smartphone,True,0.46,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,46.0
9,Female,4.44,Smartphone,True,0.57,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,56.99999999999999
18,Male,3.53,Laptop,True,0.32,"poor sleep, anxiety, obesity risk",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,32.0
9,Female,0.0,TV,False,0.53,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,53.0
18,Male,4.0,Laptop,True,0.46,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.1475494233937397,46.0
14,Male,4.61,Laptop,True,0.36,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.1475494233937397,36.0
8,Female,0.92,TV,False,0.42,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,42.0
9,Male,8.54,Smartphone,True,0.4,"poor sleep, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,40.0
15,Female,3.55,Tablet,True,0.49,poor sleep,Rural,Teenagers,Portable,Physical,0.12602965403624383,49.0
13,Female,3.85,Smartphone,True,0.42,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,42.0
9,Female,4.31,Tablet,True,0.41,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.12602965403624383,41.0
14,Female,5.21,Laptop,True,0.46,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.1475494233937397,46.0
11,Female,4.92,Smartphone,True,0.42,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,42.0
9,Male,4.36,TV,True,0.54,"poor sleep, anxiety",Rural,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,54.0
13,Female,6.34,Smartphone,True,0.41,"eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,41.0
18,Male,6.32,Tablet,True,0.42,poor sleep,Urban,Late teens,Portable,Physical,0.12602965403624383,42.0
16,Male,4.19,TV,True,0.31,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,31.0
18,Male,3.51,Smartphone,True,0.3,anxiety,Urban,Late teens,Portable,Mental,0.47034596375617793,30.0
16,Female,2.19,Smartphone,False,0.39,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,39.0
15,Female,3.18,TV,True,0.48,"poor sleep, eye strain, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,48.0
10,Male,0.29,TV,False,0.57,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,56.99999999999999
10,Female,3.57,TV,True,0.46,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,46.0
9,Female,1.62,TV,False,0.45,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,45.0
12,Female,4.59,Smartphone,True,0.36,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,36.0
11,Female,4.76,Smartphone,True,0.49,anxiety,Urban,Pre-teens,Portable,Mental,0.47034596375617793,49.0
14,Male,4.95,Smartphone,True,0.44,"poor sleep, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.47034596375617793,44.0
11,Male,4.65,TV,True,0.41,"poor sleep, anxiety",Urban,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,41.0
16,Male,3.78,Laptop,True,0.35,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.1475494233937397,35.0
9,Female,3.25,Smartphone,True,0.5,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,50.0
18,Male,4.41,Smartphone,True,0.31,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,31.0
13,Female,2.83,Smartphone,False,0.35,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,35.0
14,Female,4.8,Tablet,True,0.31,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,31.0
11,Male,5.09,Smartphone,True,0.38,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,38.0
13,Female,3.59,Smartphone,True,0.37,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,37.0
14,Female,6.55,Smartphone,True,0.4,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,40.0
11,Female,4.3,Laptop,True,0.43,poor sleep,Urban,Pre-teens,Portable,Physical,0.1475494233937397,43.0
15,Male,5.85,Smartphone,True,0.49,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,49.0
16,Female,4.58,Smartphone,True,0.45,"eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,45.0
8,Female,3.45,Smartphone,True,0.48,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,48.0
14,Male,7.37,Smartphone,True,0.39,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
16,Male,4.97,TV,True,0.47,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,47.0
17,Female,6.36,Smartphone,True,0.31,anxiety,Urban,Late teens,Portable,Mental,0.47034596375617793,31.0
12,Female,6.24,TV,True,0.47,"poor sleep, eye strain",Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,47.0
9,Female,4.48,Smartphone,True,0.55,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,55.00000000000001
17,Male,4.48,TV,True,0.37,"poor sleep, eye strain, anxiety",Rural,Late teens,Wallmounted,Physical & Mental,0.25607495881383857,37.0
13,Female,3.9,Smartphone,True,0.36,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,36.0
14,Female,5.57,Laptop,True,0.41,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,41.0
9,Female,6.87,Smartphone,True,0.49,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.47034596375617793,49.0
9,Male,6.05,Smartphone,True,0.59,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,59.0
17,Female,5.75,Smartphone,True,0.42,anxiety,Rural,Late teens,Portable,Mental,0.47034596375617793,42.0
17,Female,1.45,TV,False,0.46,no health impact,Rural,Late teens,Wallmounted,None,0.25607495881383857,46.0
8,Male,4.94,Tablet,True,0.58,poor sleep,Urban,Pre-teens,Portable,Physical,0.12602965403624383,57.99999999999999
11,Female,4.91,TV,True,0.37,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,37.0
14,Male,6.27,TV,True,0.3,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,30.0
16,Female,5.39,Laptop,True,0.47,no health impact,Urban,Teenagers,Portable,None,0.1475494233937397,47.0
10,Female,6.92,TV,True,0.43,"anxiety, obesity risk",Rural,Pre-teens,Wallmounted,Mental,0.25607495881383857,43.0
18,Male,3.37,Smartphone,True,0.33,"poor sleep, eye strain, anxiety",Rural,Late teens,Portable,Physical & Mental,0.47034596375617793,33.0
14,Female,6.44,TV,True,0.42,"poor sleep, eye strain",Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,42.0
14,Female,5.76,TV,True,0.34,"poor sleep, eye strain, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,34.0
14,Male,2.83,Smartphone,False,0.39,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,39.0
9,Male,0.0,TV,False,0.54,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,54.0
13,Female,5.13,Smartphone,True,0.39,"poor sleep, eye strain, anxiety",Rural,Teenagers,Portable,Physical & Mental,0.47034596375617793,39.0
9,Male,1.39,TV,False,0.59,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,59.0
13,Female,3.94,Smartphone,True,0.43,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,43.0
17,Female,3.75,Laptop,True,0.45,"poor sleep, eye strain, anxiety",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,45.0
10,Male,2.23,Smartphone,True,0.48,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,48.0
9,Male,2.08,TV,True,0.54,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,54.0
13,Female,4.2,Smartphone,True,0.33,"poor sleep, eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,33.0
9,Female,3.8,TV,True,0.43,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,43.0
12,Female,3.12,TV,True,0.42,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,42.0
9,Male,5.82,TV,True,0.51,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,51.0
10,Female,3.92,Smartphone,True,0.55,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,55.00000000000001
10,Male,7.4,Tablet,True,0.44,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,44.0
13,Male,5.71,Smartphone,True,0.37,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,37.0
13,Female,2.48,Smartphone,False,0.39,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,39.0
17,Female,5.83,TV,True,0.41,no health impact,Urban,Late teens,Wallmounted,None,0.25607495881383857,41.0
10,Male,0.0,Tablet,False,0.59,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,59.0
10,Female,0.96,Smartphone,False,0.4,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,40.0
8,Female,0.0,Smartphone,False,0.44,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,44.0
14,Female,2.42,Smartphone,False,0.4,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,40.0
15,Male,4.89,Smartphone,True,0.39,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,39.0
9,Male,5.81,TV,True,0.42,"poor sleep, obesity risk",Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,42.0
11,Male,2.75,Laptop,False,0.49,no health impact,Urban,Pre-teens,Portable,None,0.1475494233937397,49.0
17,Female,2.09,Tablet,False,0.4,no health impact,Rural,Late teens,Portable,None,0.12602965403624383,40.0
14,Male,5.16,Tablet,True,0.46,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,46.0
15,Male,5.37,Laptop,True,0.41,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.1475494233937397,41.0
8,Male,0.24,Tablet,False,0.46,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,46.0
11,Male,3.66,TV,True,0.44,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,44.0
13,Male,3.99,TV,True,0.37,"poor sleep, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,37.0
10,Female,3.95,TV,True,0.59,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,59.0
12,Male,4.71,Smartphone,True,0.46,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,46.0
17,Female,4.18,Smartphone,True,0.37,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,37.0
16,Female,4.8,Smartphone,True,0.39,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
18,Male,6.6,TV,True,0.34,poor sleep,Urban,Late teens,Wallmounted,Physical,0.25607495881383857,34.0
10,Male,0.0,Tablet,False,0.57,no health impact,Rural,Pre-teens,Portable,None,0.12602965403624383,56.99999999999999
12,Male,5.29,Laptop,True,0.46,poor sleep,Urban,Pre-teens,Portable,Physical,0.1475494233937397,46.0
15,Female,4.94,Laptop,True,0.4,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,40.0
13,Female,4.56,Smartphone,True,0.43,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,43.0
11,Female,3.06,Smartphone,True,0.38,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,38.0
15,Male,4.67,Smartphone,True,0.5,"poor sleep, eye strain, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,50.0
18,Female,4.59,Smartphone,True,0.3,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,30.0
10,Female,4.51,TV,True,0.44,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,44.0
10,Female,3.57,TV,True,0.47,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,47.0
11,Male,4.07,Smartphone,True,0.34,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,34.0
16,Male,4.83,Smartphone,True,0.39,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
12,Male,2.96,Smartphone,False,0.3,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,30.0
15,Female,2.86,Tablet,False,0.35,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,35.0
13,Female,5.04,Smartphone,True,0.45,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,45.0
10,Male,7.21,TV,True,0.55,eye strain,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,55.00000000000001
15,Female,2.59,Smartphone,False,0.47,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,47.0
16,Female,7.07,Smartphone,True,0.37,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,37.0
15,Female,6.67,Smartphone,True,0.3,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,30.0
11,Male,3.86,Smartphone,True,0.38,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,38.0
18,Male,3.21,TV,True,0.43,eye strain,Urban,Late teens,Wallmounted,Physical,0.25607495881383857,43.0
13,Male,3.83,Smartphone,True,0.45,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,45.0
8,Female,3.02,Smartphone,True,0.53,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,53.0
11,Female,4.94,Laptop,True,0.45,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.1475494233937397,45.0
15,Male,5.36,Laptop,True,0.42,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,42.0
8,Male,11.5,TV,True,0.58,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,57.99999999999999
10,Male,7.17,Tablet,True,0.55,poor sleep,Rural,Pre-teens,Portable,Physical,0.12602965403624383,55.00000000000001
8,Female,0.4,TV,False,0.46,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,46.0
16,Male,4.03,TV,True,0.34,no health impact,Urban,Teenagers,Wallmounted,None,0.25607495881383857,34.0
9,Female,5.45,TV,True,0.55,"poor sleep, anxiety",Rural,Pre-teens,Wallmounted,Physical & Mental,0.25607495881383857,55.00000000000001
16,Female,4.73,Smartphone,True,0.35,"anxiety, obesity risk",Rural,Teenagers,Portable,Mental,0.47034596375617793,35.0
11,Female,4.42,Smartphone,True,0.37,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,37.0
9,Male,3.01,Smartphone,True,0.59,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,59.0
11,Female,5.39,Laptop,True,0.36,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.1475494233937397,36.0
18,Female,3.26,TV,True,0.36,poor sleep,Urban,Late teens,Wallmounted,Physical,0.25607495881383857,36.0
18,Female,4.18,Tablet,True,0.37,poor sleep,Urban,Late teens,Portable,Physical,0.12602965403624383,37.0
17,Male,3.67,Smartphone,True,0.41,poor sleep,Rural,Late teens,Portable,Physical,0.47034596375617793,41.0
13,Male,5.23,Smartphone,True,0.31,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,31.0
18,Female,5.87,Laptop,True,0.33,"poor sleep, anxiety, obesity risk",Urban,Late teens,Portable,Physical & Mental,0.1475494233937397,33.0
14,Male,6.07,TV,True,0.45,"eye strain, anxiety",Urban,Teenagers,Wallmounted,Physical & Mental,0.25607495881383857,45.0
10,Female,4.86,TV,True,0.47,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,47.0
10,Female,6.66,Tablet,True,0.55,poor sleep,Rural,Pre-teens,Portable,Physical,0.12602965403624383,55.00000000000001
17,Female,5.5,TV,True,0.38,poor sleep,Rural,Late teens,Wallmounted,Physical,0.25607495881383857,38.0
15,Female,4.46,Laptop,True,0.31,poor sleep,Urban,Teenagers,Portable,Physical,0.1475494233937397,31.0
12,Male,3.77,Laptop,True,0.39,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.1475494233937397,39.0
11,Female,3.85,Smartphone,True,0.49,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,49.0
14,Male,6.37,Smartphone,True,0.31,eye strain,Urban,Teenagers,Portable,Physical,0.47034596375617793,31.0
14,Male,4.26,Smartphone,True,0.47,poor sleep,Rural,Teenagers,Portable,Physical,0.47034596375617793,47.0
16,Female,1.86,Tablet,False,0.45,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,45.0
16,Male,6.21,TV,True,0.37,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,37.0
12,Male,5.01,Smartphone,True,0.32,obesity risk,Rural,Pre-teens,Portable,Other,0.47034596375617793,32.0
15,Female,3.84,Smartphone,True,0.44,"poor sleep, anxiety, obesity risk",Urban,Teenagers,Portable,Physical & Mental,0.47034596375617793,44.0
17,Male,4.85,Smartphone,True,0.4,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,40.0
8,Male,1.59,TV,False,0.54,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,54.0
16,Male,3.22,Smartphone,True,0.31,"poor sleep, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,31.0
15,Female,2.51,TV,False,0.33,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,33.0
13,Female,6.17,Tablet,True,0.38,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.12602965403624383,38.0
10,Female,5.34,TV,True,0.53,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,53.0
10,Male,7.46,TV,True,0.48,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,48.0
15,Male,2.35,Smartphone,False,0.47,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,47.0
12,Male,4.54,Laptop,True,0.33,obesity risk,Urban,Pre-teens,Portable,Other,0.1475494233937397,33.0
17,Female,4.16,Laptop,True,0.47,eye strain,Urban,Late teens,Portable,Physical,0.1475494233937397,47.0
18,Male,4.48,Tablet,True,0.33,poor sleep,Rural,Late teens,Portable,Physical,0.12602965403624383,33.0
14,Male,4.66,Tablet,True,0.4,no health impact,Urban,Teenagers,Portable,None,0.12602965403624383,40.0
12,Male,1.86,TV,False,0.44,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,44.0
15,Male,4.97,Smartphone,True,0.38,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,38.0
17,Male,5.96,Smartphone,True,0.33,poor sleep,Urban,Late teens,Portable,Physical,0.47034596375617793,33.0
17,Male,6.35,Smartphone,True,0.32,"poor sleep, eye strain",Urban,Late teens,Portable,Physical,0.47034596375617793,32.0
11,Male,5.6,Tablet,True,0.46,anxiety,Urban,Pre-teens,Portable,Mental,0.12602965403624383,46.0
9,Female,7.62,TV,True,0.45,anxiety,Urban,Pre-teens,Wallmounted,Mental,0.25607495881383857,45.0
10,Male,0.0,Tablet,False,0.42,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,42.0
15,Female,6.79,Laptop,True,0.38,poor sleep,Urban,Teenagers,Portable,Physical,0.1475494233937397,38.0
18,Male,4.18,TV,True,0.46,no health impact,Rural,Late teens,Wallmounted,None,0.25607495881383857,46.0
14,Male,4.05,TV,True,0.44,"poor sleep, eye strain",Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,44.0
9,Female,3.24,Smartphone,True,0.56,poor sleep,Rural,Pre-teens,Portable,Physical,0.47034596375617793,56.00000000000001
13,Female,2.97,Smartphone,False,0.37,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,37.0
16,Male,4.55,Smartphone,True,0.44,"poor sleep, eye strain",Rural,Teenagers,Portable,Physical,0.47034596375617793,44.0
11,Female,3.52,Smartphone,True,0.49,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,49.0
16,Female,5.57,Smartphone,True,0.46,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,46.0
9,Male,4.65,Smartphone,True,0.41,"poor sleep, eye strain",Urban,Pre-teens,Portable,Physical,0.47034596375617793,41.0
9,Female,5.17,Tablet,True,0.47,no health impact,Urban,Pre-teens,Portable,None,0.12602965403624383,47.0
16,Female,5.69,Laptop,True,0.48,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,48.0
14,Male,4.22,Laptop,True,0.45,"poor sleep, anxiety",Urban,Teenagers,Portable,Physical & Mental,0.1475494233937397,45.0
14,Male,3.58,Tablet,True,0.35,poor sleep,Urban,Teenagers,Portable,Physical,0.12602965403624383,35.0
8,Male,5.88,Tablet,True,0.4,poor sleep,Rural,Pre-teens,Portable,Physical,0.12602965403624383,40.0
18,Female,5.5,Smartphone,True,0.42,"poor sleep, anxiety, obesity risk",Rural,Late teens,Portable,Physical & Mental,0.47034596375617793,42.0
13,Male,4.2,Laptop,True,0.5,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.1475494233937397,50.0
14,Male,5.61,Smartphone,True,0.46,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,46.0
18,Female,4.59,Smartphone,True,0.32,"poor sleep, obesity risk",Urban,Late teens,Portable,Physical,0.47034596375617793,32.0
13,Male,5.02,TV,True,0.48,no health impact,Rural,Teenagers,Wallmounted,None,0.25607495881383857,48.0
13,Female,3.37,Smartphone,True,0.39,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,39.0
9,Male,1.41,Smartphone,False,0.51,no health impact,Rural,Pre-teens,Portable,None,0.47034596375617793,51.0
13,Male,5.56,Smartphone,True,0.41,no health impact,Rural,Teenagers,Portable,None,0.47034596375617793,41.0
11,Male,5.89,Smartphone,True,0.46,"eye strain, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,46.0
16,Male,3.18,Smartphone,True,0.35,poor sleep,Urban,Teenagers,Portable,Physical,0.47034596375617793,35.0
8,Female,1.65,Smartphone,False,0.44,no health impact,Urban,Pre-teens,Portable,None,0.47034596375617793,44.0
15,Female,2.07,Smartphone,False,0.36,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,36.0
12,Female,3.42,TV,True,0.38,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,38.0
8,Male,7.83,TV,True,0.44,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,44.0
11,Female,4.41,Laptop,True,0.31,poor sleep,Urban,Pre-teens,Portable,Physical,0.1475494233937397,31.0
8,Male,3.39,Smartphone,True,0.58,anxiety,Rural,Pre-teens,Portable,Mental,0.47034596375617793,57.99999999999999
13,Female,3.0,Smartphone,False,0.35,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,35.0
9,Male,8.04,TV,True,0.45,poor sleep,Rural,Pre-teens,Wallmounted,Physical,0.25607495881383857,45.0
12,Male,5.54,TV,True,0.34,no health impact,Urban,Pre-teens,Wallmounted,None,0.25607495881383857,34.0
14,Male,7.1,Smartphone,True,0.47,"eye strain, obesity risk",Urban,Teenagers,Portable,Physical,0.47034596375617793,47.0
9,Female,4.69,Smartphone,True,0.4,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,40.0
13,Male,3.09,Smartphone,True,0.3,"poor sleep, eye strain",Urban,Teenagers,Portable,Physical,0.47034596375617793,30.0
13,Male,4.7,Smartphone,True,0.33,obesity risk,Urban,Teenagers,Portable,Other,0.47034596375617793,33.0
12,Male,4.61,Smartphone,True,0.49,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,49.0
12,Female,5.61,Smartphone,True,0.36,"poor sleep, obesity risk",Urban,Pre-teens,Portable,Physical,0.47034596375617793,36.0
10,Female,3.17,Smartphone,True,0.47,poor sleep,Urban,Pre-teens,Portable,Physical,0.47034596375617793,47.0
17,Male,2.62,TV,False,0.48,no health impact,Urban,Late teens,Wallmounted,None,0.25607495881383857,48.0
17,Female,4.27,TV,True,0.45,"poor sleep, eye strain",Rural,Late teens,Wallmounted,Physical,0.25607495881383857,45.0
18,Male,6.46,Smartphone,True,0.39,no health impact,Urban,Late teens,Portable,None,0.47034596375617793,39.0
9,Female,10.66,TV,True,0.5,anxiety,Urban,Pre-teens,Wallmounted,Mental,0.25607495881383857,50.0
14,Male,5.59,Smartphone,True,0.46,no health impact,Urban,Teenagers,Portable,None,0.47034596375617793,46.0
8,Female,5.74,TV,True,0.58,poor sleep,Urban,Pre-teens,Wallmounted,Physical,0.25607495881383857,57.99999999999999
13,Female,4.95,TV,True,0.42,poor sleep,Rural,Teenagers,Wallmounted,Physical,0.25607495881383857,42.0
13,Male,5.07,TV,True,0.38,poor sleep,Urban,Teenagers,Wallmounted,Physical,0.25607495881383857,38.0
10,Female,4.23,Smartphone,True,0.48,"poor sleep, anxiety",Urban,Pre-teens,Portable,Physical & Mental,0.47034596375617793,48.0
9,Female,0.6,TV,False,0.41,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,41.0
9,Female,3.51,TV,True,0.47,no health impact,Rural,Pre-teens,Wallmounted,None,0.25607495881383857,47.0
