Age,Age_Band,Avg_Screen_Time,Device_Category,Dynamic_Title,Edu_Recreation_Level,Educational_to_Recreational_Ratio,Exceeded_Recommended_Limit,Gender,Health_Impact_Category,Health_Impact_Perc,Health_Impacts,Most_Used_Device,Primary_Device,Total_Kids,Urban_or_Rural
17,Teenager,3.89,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
17,Teenager,5.52,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,Eye Strain,Laptop,Laptop,1,Urban
17,Teenager,5.07,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
17,Teenager,3.25,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,Eye Strain,Tablet,Tablet,1,Urban
17,Teenager,5.62,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,2,Urban
17,Teenager,5.4,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.35,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
17,Teenager,4.97,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,2,Urban
17,Teenager,4.81,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
17,Teenager,4.43,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,5.38,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.35,true,Male,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Rural
17,Teenager,4.73,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,4.18,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Laptop,Laptop,1,Urban
17,Teenager,3.73,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Mental Health,100.0%,Anxiety,Tablet,Tablet,1,Urban
17,Teenager,4.48,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
17,Teenager,5.23,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.35,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
17,Teenager,5.19,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
17,Teenager,4.42,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.35,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Rural
17,Teenager,4.39,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Urban
17,Teenager,5.055,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,2,Urban
17,Teenager,4.01,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.35,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Laptop,Laptop,1,Rural
17,Teenager,4.93,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.35,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,2.81,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
17,Teenager,2.14,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,false,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Urban
17,Teenager,2.125,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
17,Teenager,2.95,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
17,Teenager,4.84,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Laptop,Laptop,2,Urban
17,Teenager,4.57,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Female,Mental Health,100.0%,Anxiety,Laptop,Laptop,1,Urban
17,Teenager,5.69,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
17,Teenager,6.64,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
17,Teenager,4.83,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
17,Teenager,5.005,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Rural
17,Teenager,5.41,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,3,Urban
17,Teenager,6.39,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,2,Urban
17,Teenager,4.32,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Rural
17,Teenager,5.44,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Both,100.0%,"Eye Strain, Anxiety",Laptop,Laptop,1,Urban
17,Teenager,4.42,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,4.05,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Rural
17,Teenager,4.24,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,3.13,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,4.74,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
17,Teenager,4.89,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
17,Teenager,4.47,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Rural
17,Teenager,4.06,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
17,Teenager,6.68,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
17,Teenager,4.78,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,2,Rural
17,Teenager,6.1,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Urban
17,Teenager,3.06,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Rural
17,Teenager,4.05,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,2,Urban
17,Teenager,3.9,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Laptop,Laptop,1,Urban
17,Teenager,4.71,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.36,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,2,Urban
17,Teenager,2.08,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,false,Female,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Urban
17,Teenager,2.42,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,4,Urban
17,Teenager,2.73,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.37,false,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Rural
17,Teenager,4.71,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Mental Health,100.0%,Anxiety,Laptop,Laptop,1,Urban
17,Teenager,3.34,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,No Health Impacts,,No Health Impacts,Laptop,Laptop,2,Urban
17,Teenager,5.753333333333334,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.37,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Rural
17,Teenager,4.403333333333333,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,3,Urban
17,Teenager,3.8,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.37,true,Female,Physical Health,100.0%,"Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Rural
17,Teenager,5.37,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,"Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,4.75,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.37,true,Female,Physical Health,100.0%,Obesity Risk,Tablet,Tablet,1,Rural
17,Teenager,4.84,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
17,Teenager,4.53,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
17,Teenager,5.043333333333334,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,3,Urban
17,Teenager,5.68,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Laptop,Laptop,1,Urban
17,Teenager,4.55,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,5.17,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Tablet,Tablet,1,Urban
17,Teenager,3.72,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Both,100.0%,"Eye Strain, Anxiety",Laptop,Laptop,1,Urban
17,Teenager,5.87,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.37,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Laptop,Laptop,1,Rural
17,Teenager,4.595,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Urban
17,Teenager,3.72,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,2,Urban
17,Teenager,5.05,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Physical Health,100.0%,"Eye Strain, Obesity Risk",Laptop,Laptop,1,Urban
17,Teenager,3.98,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
17,Teenager,3.17,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
17,Teenager,3.43,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
17,Teenager,6.68,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.37,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,2.5,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
17,Teenager,5.82,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Both,100.0%,"Eye Strain, Anxiety",Laptop,Laptop,1,Urban
17,Teenager,6.57,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,4.54,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Rural
17,Teenager,4.486,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,5,Rural
17,Teenager,5.145,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
17,Teenager,6.11,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
17,Teenager,4.83,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Rural
17,Teenager,5.27,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
17,Teenager,3.62,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
17,Teenager,6.08,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
17,Teenager,4.68,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
17,Teenager,5.06,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Female,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,5.8,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,3.64,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Urban
17,Teenager,3.61,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Tablet,Tablet,1,Urban
17,Teenager,4.56,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
17,Teenager,4.83,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Rural
17,Teenager,4.13,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,5,Urban
17,Teenager,3.75,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Rural
17,Teenager,4.73,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,1,Urban
17,Teenager,3.475,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,2,Rural
17,Teenager,4.24,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
17,Teenager,4.64,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,2,Urban
17,Teenager,4.22,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Urban
17,Teenager,3.31,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,1,Urban
17,Teenager,4.16,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.38,true,Male,Physical Health,100.0%,"Poor Sleep, Obesity Risk",Tablet,Tablet,2,Urban
17,Teenager,1.06,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,false,Female,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Rural
17,Teenager,2.24,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,false,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
17,Teenager,4.36,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Laptop,Laptop,1,Urban
17,Teenager,4.39,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Rural
17,Teenager,4.04,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Urban
17,Teenager,4.29,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Rural
17,Teenager,4.48,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Both,100.0%,"Poor Sleep, Anxiety, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,5.26,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Female,Mental Health,100.0%,Anxiety,Laptop,Laptop,1,Rural
17,Teenager,4.5,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
17,Teenager,3.02,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
17,Teenager,4.44,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Female,Physical Health,100.0%,Eye Strain,Laptop,Laptop,1,Rural
17,Teenager,4.535,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,2,Urban
17,Teenager,5.43,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Poor Sleep,Laptop,Laptop,1,Urban
17,Teenager,4.36,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,3,Urban
17,Teenager,4.33,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,2,Urban
17,Teenager,3.45,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain",Tablet,Tablet,1,Urban
17,Teenager,5.68,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Female,Physical Health,100.0%,"Poor Sleep, Eye Strain, Obesity Risk",Smartphone,Smartphone,1,Urban
17,Teenager,5.53,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Rural
17,Teenager,3.73,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,4.86,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Both,100.0%,"Poor Sleep, Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,5.11,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Urban
17,Teenager,4.29,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Urban
17,Teenager,3.92,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
17,Teenager,3.24,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
17,Teenager,6.51,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Urban
17,Teenager,4.36,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Male,Physical Health,100.0%,Eye Strain,Laptop,Laptop,1,Rural
17,Teenager,7.59,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Physical Health,100.0%,Eye Strain,Laptop,Laptop,1,Urban
17,Teenager,5.15,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Rural
17,Teenager,7.52,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Physical Health,100.0%,Poor Sleep,Smartphone,Smartphone,1,Urban
17,Teenager,4.2,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Physical Health,100.0%,Poor Sleep,Tablet,Tablet,1,Urban
17,Teenager,4.29,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.39,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Laptop,Laptop,1,Rural
17,Teenager,4.283333333333333,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.39,true,Male,Physical Health,100.0%,"Poor Sleep, Eye Strain",Smartphone,Smartphone,3,Urban
17,Teenager,2.1,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Rural
17,Teenager,2.73,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
17,Teenager,0.25,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Urban
17,Teenager,2.09,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.4,false,Female,No Health Impacts,,No Health Impacts,Tablet,Tablet,1,Rural
17,Teenager,2.12,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Laptop,Laptop,1,Urban
17,Teenager,2.535,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,false,Male,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,2,Urban
17,Teenager,4.9,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.4,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Rural
17,Teenager,4.32,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,true,Female,Both,100.0%,"Eye Strain, Anxiety",Smartphone,Smartphone,1,Urban
17,Teenager,4.9,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,true,Female,Both,100.0%,"Poor Sleep, Anxiety",Smartphone,Smartphone,2,Urban
17,Teenager,7.3,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.4,true,Female,Mental Health,100.0%,Anxiety,Smartphone,Smartphone,1,Rural
17,Teenager,4.97,"Portable (<30"" inch)",Screen Time Insights for Teenager (Rural),Medium,0.4,true,Female,No Health Impacts,,No Health Impacts,Smartphone,Smartphone,1,Rural
17,Teenager,5.3133333333333335,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,true,Female,Physical Health,100.0%,Eye Strain,Smartphone,Smartphone,3,Urban
17,Teenager,4.02,"Portable (<30"" inch)",Screen Time Insights for Teenager (Urban),Medium,0.4,true,Female,Physical Health,100.0%,Eye Strain,Tablet,Tablet,1,Urban
