Age,Age_Group,Gender,Avg_Daily_Screen_Time_hr,awareness,Primary_Device,Device_Category,Screen_Size,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Health_Impact_Category,Urban_or_Rural
11,Pre-teens,Male,6.97,Moderate Concern,Smartphone,Portable,<30,True,0.3,Anxiety,Mental,Urban
11,Pre-teens,Female,3.46,Need Attention,Smartphone,Portable,<30,True,0.36,No health impacts,No Impact,Urban
11,Pre-teens,Male,4.48,Need Attention,TV,Wallmounted,>30,True,0.48,No health impacts,No Impact,Urban
11,Pre-teens,Female,5.23,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
11,Pre-teens,Male,5.91,Need Attention,Laptop,Portable,<30,True,0.43,No health impacts,No Impact,Rural
12,Pre-teens,Female,5.75,Need Attention,Laptop,Portable,<30,True,0.43,No health impacts,No Impact,Urban
9,Pre-teens,Male,5.97,Need Attention,TV,Wallmounted,>30,True,0.5,Poor Sleep,Mental,Rural
9,Pre-teens,Male,6.51,Moderate Concern,Tablet,Portable,<30,True,0.55,No health impacts,No Impact,Urban
16,Teenagers,Male,5.22,Need Attention,Smartphone,Portable,<30,True,0.35,No health impacts,No Impact,Urban
9,Pre-teens,Male,4.21,Need Attention,Smartphone,Portable,<30,True,0.45,Poor Sleep,Mental,Rural
13,Teenagers,Male,2.86,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Rural
9,Pre-teens,Male,6.04,Moderate Concern,Smartphone,Portable,<30,True,0.54,Anxiety,Mental,Urban
12,Pre-teens,Male,4.25,Need Attention,Smartphone,Portable,<30,True,0.34,No health impacts,No Impact,Rural
11,Pre-teens,Female,4.62,Need Attention,Laptop,Portable,<30,True,0.46,No health impacts,No Impact,Urban
14,Teenagers,Male,6.94,Moderate Concern,Tablet,Portable,<30,True,0.44,No health impacts,No Impact,Urban
14,Teenagers,Female,4.61,Need Attention,Laptop,Portable,<30,True,0.33,Poor Sleep,Mental,Rural
13,Teenagers,Female,4.81,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
17,Late teens,Male,6.52,Moderate Concern,Smartphone,Portable,<30,True,0.43,No health impacts,No Impact,Rural
12,Pre-teens,Male,4.05,Need Attention,Smartphone,Portable,<30,True,0.3,Poor Sleep,Mental,Urban
8,Pre-teens,Female,4.89,Need Attention,Smartphone,Portable,<30,True,0.59,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Female,3.85,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
16,Teenagers,Female,3.74,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
8,Pre-teens,Female,2.25,No harm,Smartphone,Portable,<30,True,0.55,No health impacts,No Impact,Urban
12,Pre-teens,Male,2.79,No harm,TV,Wallmounted,>30,False,0.47,No health impacts,No Impact,Urban
9,Pre-teens,Female,3.32,Need Attention,Tablet,Portable,<30,True,0.45,"Anxiety, Obesity Risk",Both Physical and Mental,Urban
11,Pre-teens,Male,3.78,Need Attention,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Urban
18,Late teens,Female,3.97,Need Attention,Tablet,Portable,<30,True,0.43,"Poor Sleep, Anxiety",Mental,Urban
8,Pre-teens,Male,3.13,Need Attention,TV,Wallmounted,>30,True,0.54,Poor Sleep,Mental,Urban
10,Pre-teens,Male,0.0,No harm,TV,Wallmounted,>30,False,0.51,No health impacts,No Impact,Urban
17,Late teens,Female,5.72,Need Attention,Tablet,Portable,<30,True,0.42,Eye Strain,Physical,Urban
14,Teenagers,Male,3.84,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Rural
17,Late teens,Female,0.99,No harm,Smartphone,Portable,<30,False,0.46,No health impacts,No Impact,Urban
10,Pre-teens,Male,5.9,Need Attention,Tablet,Portable,<30,True,0.53,No health impacts,No Impact,Urban
11,Pre-teens,Female,3.58,Need Attention,Laptop,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
9,Pre-teens,Female,1.56,No harm,Smartphone,Portable,<30,False,0.44,No health impacts,No Impact,Urban
10,Pre-teens,Female,2.84,No harm,Smartphone,Portable,<30,True,0.5,No health impacts,No Impact,Urban
16,Teenagers,Female,4.91,Need Attention,TV,Wallmounted,>30,True,0.35,Poor Sleep,Mental,Rural
10,Pre-teens,Male,6.33,Moderate Concern,Tablet,Portable,<30,True,0.6,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
18,Late teens,Female,3.51,Need Attention,Laptop,Portable,<30,True,0.32,No health impacts,No Impact,Urban
12,Pre-teens,Female,6.43,Moderate Concern,Smartphone,Portable,<30,True,0.3,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,3.41,Need Attention,TV,Wallmounted,>30,True,0.51,Poor Sleep,Mental,Urban
11,Pre-teens,Female,2.31,No harm,TV,Wallmounted,>30,False,0.41,No health impacts,No Impact,Urban
14,Teenagers,Female,3.91,Need Attention,TV,Wallmounted,>30,True,0.46,Anxiety,Mental,Urban
14,Teenagers,Female,6.23,Moderate Concern,Tablet,Portable,<30,True,0.33,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
10,Pre-teens,Female,0.11,No harm,Smartphone,Portable,<30,False,0.41,No health impacts,No Impact,Urban
12,Pre-teens,Female,2.08,No harm,Smartphone,Portable,<30,False,0.36,No health impacts,No Impact,Urban
8,Pre-teens,Male,7.5,Moderate Concern,TV,Wallmounted,>30,True,0.59,Poor Sleep,Mental,Rural
17,Late teens,Male,4.53,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
17,Late teens,Male,5.96,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
17,Late teens,Female,5.17,Need Attention,Laptop,Portable,<30,True,0.49,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
18,Late teens,Male,1.61,No harm,Smartphone,Portable,<30,False,0.34,No health impacts,No Impact,Rural
8,Pre-teens,Male,6.45,Moderate Concern,Tablet,Portable,<30,True,0.59,Eye Strain,Physical,Urban
12,Pre-teens,Female,7.4,Moderate Concern,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
17,Late teens,Male,4.06,Need Attention,Laptop,Portable,<30,True,0.36,Poor Sleep,Mental,Rural
16,Teenagers,Male,3.13,Need Attention,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
8,Pre-teens,Male,3.48,Need Attention,TV,Wallmounted,>30,True,0.51,Poor Sleep,Mental,Urban
8,Pre-teens,Female,3.23,Need Attention,Tablet,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
11,Pre-teens,Male,5.16,Need Attention,Tablet,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
11,Pre-teens,Male,3.96,Need Attention,Smartphone,Portable,<30,True,0.46,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
9,Pre-teens,Female,0.0,No harm,TV,Wallmounted,>30,False,0.4,No health impacts,No Impact,Urban
16,Teenagers,Female,4.01,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Rural
16,Teenagers,Female,5.1,Need Attention,Smartphone,Portable,<30,True,0.35,Poor Sleep,Mental,Urban
9,Pre-teens,Male,5.96,Need Attention,Smartphone,Portable,<30,True,0.46,Eye Strain,Physical,Rural
16,Teenagers,Female,4.01,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Rural
13,Teenagers,Male,4.18,Need Attention,Smartphone,Portable,<30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Male,5.67,Need Attention,Tablet,Portable,<30,True,0.47,No health impacts,No Impact,Urban
17,Late teens,Female,5.73,Need Attention,TV,Wallmounted,>30,True,0.49,Poor Sleep,Mental,Urban
11,Pre-teens,Male,4.59,Need Attention,TV,Wallmounted,>30,True,0.34,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
9,Pre-teens,Female,5.4,Need Attention,Tablet,Portable,<30,True,0.58,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
9,Pre-teens,Female,6.2,Moderate Concern,TV,Wallmounted,>30,True,0.5,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
16,Teenagers,Male,5.45,Need Attention,Smartphone,Portable,<30,True,0.43,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Female,9.17,High Concern,TV,Wallmounted,>30,True,0.55,Poor Sleep,Mental,Rural
14,Teenagers,Female,2.43,No harm,Tablet,Portable,<30,False,0.5,No health impacts,No Impact,Urban
18,Late teens,Female,3.6,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
10,Pre-teens,Male,2.94,No harm,TV,Wallmounted,>30,True,0.41,No health impacts,No Impact,Urban
10,Pre-teens,Male,0.0,No harm,Smartphone,Portable,<30,False,0.5,No health impacts,No Impact,Urban
9,Pre-teens,Female,1.46,No harm,Tablet,Portable,<30,False,0.56,No health impacts,No Impact,Urban
17,Late teens,Female,4.76,Need Attention,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Female,4.86,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Rural
17,Late teens,Female,6.68,Moderate Concern,Tablet,Portable,<30,True,0.33,Poor Sleep,Mental,Rural
9,Pre-teens,Female,4.99,Need Attention,Tablet,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
17,Late teens,Female,5.27,Need Attention,Laptop,Portable,<30,True,0.38,Poor Sleep,Mental,Urban
11,Pre-teens,Female,2.98,No harm,Smartphone,Portable,<30,False,0.45,No health impacts,No Impact,Urban
17,Late teens,Male,5.84,Need Attention,TV,Wallmounted,>30,True,0.49,Poor Sleep,Mental,Rural
16,Teenagers,Male,5.37,Need Attention,Smartphone,Portable,<30,True,0.43,Eye Strain,Physical,Urban
16,Teenagers,Female,6.08,Moderate Concern,TV,Wallmounted,>30,True,0.37,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Male,4.85,Need Attention,Smartphone,Portable,<30,True,0.3,"Poor Sleep, Anxiety",Mental,Urban
11,Pre-teens,Female,5.19,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
14,Teenagers,Male,5.7,Need Attention,TV,Wallmounted,>30,True,0.35,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
8,Pre-teens,Male,4.22,Need Attention,Smartphone,Portable,<30,True,0.54,Poor Sleep,Mental,Urban
11,Pre-teens,Male,5.6,Need Attention,Laptop,Portable,<30,True,0.43,Poor Sleep,Mental,Urban
12,Pre-teens,Female,3.57,Need Attention,Laptop,Portable,<30,True,0.39,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
15,Teenagers,Female,3.9,Need Attention,Tablet,Portable,<30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Rural
9,Pre-teens,Male,8.78,Moderate Concern,TV,Wallmounted,>30,True,0.48,Obesity Risk,Physical,Rural
12,Pre-teens,Female,4.09,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
13,Teenagers,Male,3.7,Need Attention,Smartphone,Portable,<30,True,0.4,Eye Strain,Physical,Urban
12,Pre-teens,Female,5.66,Need Attention,Smartphone,Portable,<30,True,0.31,Eye Strain,Physical,Rural
16,Teenagers,Female,4.72,Need Attention,Smartphone,Portable,<30,True,0.41,Poor Sleep,Mental,Urban
17,Late teens,Male,3.24,Need Attention,Smartphone,Portable,<30,True,0.39,No health impacts,No Impact,Urban
8,Pre-teens,Female,1.67,No harm,TV,Wallmounted,>30,False,0.45,No health impacts,No Impact,Rural
10,Pre-teens,Female,0.0,No harm,TV,Wallmounted,>30,False,0.44,No health impacts,No Impact,Urban
9,Pre-teens,Female,6.13,Moderate Concern,TV,Wallmounted,>30,True,0.56,Eye Strain,Physical,Rural
10,Pre-teens,Male,7.67,Moderate Concern,Smartphone,Portable,<30,True,0.56,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Male,2.95,No harm,Tablet,Portable,<30,False,0.36,No health impacts,No Impact,Urban
16,Teenagers,Male,3.42,Need Attention,TV,Wallmounted,>30,True,0.4,Poor Sleep,Mental,Urban
16,Teenagers,Male,2.48,No harm,Laptop,Portable,<30,False,0.43,No health impacts,No Impact,Urban
17,Late teens,Female,3.64,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
9,Pre-teens,Male,5.56,Need Attention,Smartphone,Portable,<30,True,0.44,Poor Sleep,Mental,Urban
10,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.55,No health impacts,No Impact,Rural
11,Pre-teens,Male,4.99,Need Attention,Laptop,Portable,<30,True,0.35,"Eye Strain, Obesity Risk",Physical,Rural
16,Teenagers,Female,4.9,Need Attention,TV,Wallmounted,>30,True,0.32,"Poor Sleep, Anxiety",Mental,Rural
10,Pre-teens,Male,5.05,Need Attention,Tablet,Portable,<30,True,0.52,"Poor Sleep, Anxiety",Mental,Rural
14,Teenagers,Male,3.95,Need Attention,Smartphone,Portable,<30,True,0.34,Eye Strain,Physical,Urban
10,Pre-teens,Female,4.51,Need Attention,TV,Wallmounted,>30,True,0.52,Poor Sleep,Mental,Rural
14,Teenagers,Female,0.48,No harm,Tablet,Portable,<30,False,0.39,No health impacts,No Impact,Urban
14,Teenagers,Female,5.97,Need Attention,Laptop,Portable,<30,True,0.46,Eye Strain,Physical,Urban
16,Teenagers,Male,5.12,Need Attention,Smartphone,Portable,<30,True,0.39,No health impacts,No Impact,Rural
9,Pre-teens,Male,0.92,No harm,Tablet,Portable,<30,False,0.47,No health impacts,No Impact,Urban
13,Teenagers,Female,3.99,Need Attention,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
16,Teenagers,Male,5.46,Need Attention,Laptop,Portable,<30,True,0.3,"Poor Sleep, Anxiety",Mental,Rural
9,Pre-teens,Male,10.21,High Concern,TV,Wallmounted,>30,True,0.55,Poor Sleep,Mental,Urban
9,Pre-teens,Female,3.01,Need Attention,Smartphone,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
12,Pre-teens,Female,3.19,Need Attention,Smartphone,Portable,<30,True,0.49,"Eye Strain, Obesity Risk",Physical,Urban
17,Late teens,Male,5.24,Need Attention,Laptop,Portable,<30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Male,4.56,Need Attention,Smartphone,Portable,<30,True,0.42,Poor Sleep,Mental,Urban
17,Late teens,Female,4.33,Need Attention,Tablet,Portable,<30,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
15,Teenagers,Male,4.73,Need Attention,TV,Wallmounted,>30,True,0.45,No health impacts,No Impact,Urban
18,Late teens,Male,3.33,Need Attention,Smartphone,Portable,<30,True,0.36,"Poor Sleep, Anxiety",Mental,Urban
16,Teenagers,Male,4.87,Need Attention,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Rural
9,Pre-teens,Female,6.51,Moderate Concern,TV,Wallmounted,>30,True,0.53,Eye Strain,Physical,Urban
12,Pre-teens,Female,4.47,Need Attention,Laptop,Portable,<30,True,0.48,"Poor Sleep, Anxiety",Mental,Urban
14,Teenagers,Female,6.69,Moderate Concern,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
13,Teenagers,Male,3.4,Need Attention,Smartphone,Portable,<30,True,0.4,Poor Sleep,Mental,Rural
13,Teenagers,Male,3.79,Need Attention,Smartphone,Portable,<30,True,0.42,Obesity Risk,Physical,Urban
14,Teenagers,Female,3.72,Need Attention,Laptop,Portable,<30,True,0.45,No health impacts,No Impact,Urban
10,Pre-teens,Female,5.53,Need Attention,TV,Wallmounted,>30,True,0.59,"Eye Strain, Anxiety",Both Physical and Mental,Urban
10,Pre-teens,Female,2.71,No harm,Smartphone,Portable,<30,True,0.5,No health impacts,No Impact,Urban
17,Late teens,Male,5.57,Need Attention,Smartphone,Portable,<30,True,0.33,No health impacts,No Impact,Rural
16,Teenagers,Female,4.38,Need Attention,Laptop,Portable,<30,True,0.36,Eye Strain,Physical,Urban
15,Teenagers,Female,5.63,Need Attention,TV,Wallmounted,>30,True,0.45,Poor Sleep,Mental,Rural
12,Pre-teens,Male,4.01,Need Attention,TV,Wallmounted,>30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Rural
13,Teenagers,Male,3.39,Need Attention,Tablet,Portable,<30,True,0.31,Poor Sleep,Mental,Urban
18,Late teens,Female,3.91,Need Attention,Laptop,Portable,<30,True,0.47,Poor Sleep,Mental,Urban
17,Late teens,Male,4.05,Need Attention,Smartphone,Portable,<30,True,0.32,Poor Sleep,Mental,Rural
8,Pre-teens,Female,1.2,No harm,Tablet,Portable,<30,False,0.41,No health impacts,No Impact,Rural
17,Late teens,Male,4.92,Need Attention,TV,Wallmounted,>30,True,0.39,"Poor Sleep, Anxiety",Mental,Rural
8,Pre-teens,Female,1.82,No harm,Smartphone,Portable,<30,False,0.51,No health impacts,No Impact,Rural
11,Pre-teens,Male,4.15,Need Attention,Smartphone,Portable,<30,True,0.44,"Eye Strain, Obesity Risk",Physical,Urban
9,Pre-teens,Male,0.34,No harm,Tablet,Portable,<30,False,0.51,No health impacts,No Impact,Urban
18,Late teens,Female,4.77,Need Attention,TV,Wallmounted,>30,True,0.38,Poor Sleep,Mental,Urban
14,Teenagers,Male,5.4,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Urban
9,Pre-teens,Female,2.78,No harm,TV,Wallmounted,>30,True,0.47,No health impacts,No Impact,Urban
17,Late teens,Male,4.92,Need Attention,TV,Wallmounted,>30,True,0.39,No health impacts,No Impact,Urban
9,Pre-teens,Male,0.01,No harm,Tablet,Portable,<30,False,0.54,No health impacts,No Impact,Urban
12,Pre-teens,Female,5.06,Need Attention,TV,Wallmounted,>30,True,0.41,Anxiety,Mental,Rural
11,Pre-teens,Female,4.2,Need Attention,TV,Wallmounted,>30,True,0.35,Poor Sleep,Mental,Urban
15,Teenagers,Female,5.66,Need Attention,Tablet,Portable,<30,True,0.42,Eye Strain,Physical,Urban
11,Pre-teens,Female,3.47,Need Attention,Smartphone,Portable,<30,True,0.32,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Male,5.42,Need Attention,Laptop,Portable,<30,True,0.35,No health impacts,No Impact,Urban
12,Pre-teens,Male,5.64,Need Attention,Smartphone,Portable,<30,True,0.3,Obesity Risk,Physical,Urban
18,Late teens,Female,3.48,Need Attention,Tablet,Portable,<30,True,0.41,No health impacts,No Impact,Urban
9,Pre-teens,Male,2.74,No harm,Smartphone,Portable,<30,True,0.59,No health impacts,No Impact,Urban
18,Late teens,Male,4.31,Need Attention,TV,Wallmounted,>30,True,0.32,Eye Strain,Physical,Urban
15,Teenagers,Male,2.59,No harm,Smartphone,Portable,<30,False,0.42,No health impacts,No Impact,Urban
9,Pre-teens,Female,1.07,No harm,Smartphone,Portable,<30,False,0.47,No health impacts,No Impact,Urban
16,Teenagers,Male,3.94,Need Attention,Laptop,Portable,<30,True,0.35,Poor Sleep,Mental,Urban
16,Teenagers,Female,3.01,Need Attention,Smartphone,Portable,<30,True,0.47,No health impacts,No Impact,Urban
10,Pre-teens,Female,5.27,Need Attention,Tablet,Portable,<30,True,0.44,Eye Strain,Physical,Urban
11,Pre-teens,Female,4.72,Need Attention,Laptop,Portable,<30,True,0.45,"Eye Strain, Obesity Risk",Physical,Rural
15,Teenagers,Male,3.79,Need Attention,Tablet,Portable,<30,True,0.45,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
16,Teenagers,Female,3.72,Need Attention,Smartphone,Portable,<30,True,0.32,No health impacts,No Impact,Rural
10,Pre-teens,Female,5.43,Need Attention,Smartphone,Portable,<30,True,0.42,"Eye Strain, Obesity Risk",Physical,Urban
12,Pre-teens,Female,4.79,Need Attention,TV,Wallmounted,>30,True,0.49,Poor Sleep,Mental,Urban
18,Late teens,Male,5.86,Need Attention,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Anxiety",Mental,Urban
15,Teenagers,Male,3.02,Need Attention,Laptop,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
10,Pre-teens,Female,0.0,No harm,Smartphone,Portable,<30,False,0.56,No health impacts,No Impact,Urban
14,Teenagers,Female,4.02,Need Attention,Smartphone,Portable,<30,True,0.37,Poor Sleep,Mental,Urban
18,Late teens,Male,4.23,Need Attention,Smartphone,Portable,<30,True,0.32,Poor Sleep,Mental,Rural
15,Teenagers,Female,4.95,Need Attention,Smartphone,Portable,<30,True,0.33,No health impacts,No Impact,Urban
17,Late teens,Female,6.1,Moderate Concern,TV,Wallmounted,>30,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
18,Late teens,Female,5.31,Need Attention,Laptop,Portable,<30,True,0.49,No health impacts,No Impact,Urban
10,Pre-teens,Female,5.32,Need Attention,Smartphone,Portable,<30,True,0.49,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
9,Pre-teens,Male,2.6,No harm,Tablet,Portable,<30,True,0.51,No health impacts,No Impact,Urban
17,Late teens,Male,4.25,Need Attention,Laptop,Portable,<30,True,0.32,No health impacts,No Impact,Urban
14,Teenagers,Female,2.77,No harm,Tablet,Portable,<30,False,0.32,No health impacts,No Impact,Urban
16,Teenagers,Male,5.4,Need Attention,Smartphone,Portable,<30,True,0.31,Poor Sleep,Mental,Rural
8,Pre-teens,Male,6.21,Moderate Concern,Tablet,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
10,Pre-teens,Female,0.0,No harm,TV,Wallmounted,>30,False,0.58,No health impacts,No Impact,Rural
12,Pre-teens,Male,2.31,No harm,TV,Wallmounted,>30,False,0.42,No health impacts,No Impact,Urban
10,Pre-teens,Female,2.85,No harm,Smartphone,Portable,<30,True,0.5,No health impacts,No Impact,Rural
8,Pre-teens,Female,1.89,No harm,TV,Wallmounted,>30,False,0.49,No health impacts,No Impact,Rural
14,Teenagers,Female,4.73,Need Attention,Smartphone,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
14,Teenagers,Female,3.43,Need Attention,Smartphone,Portable,<30,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Both Physical and Mental,Urban
17,Late teens,Male,1.71,No harm,TV,Wallmounted,>30,False,0.35,No health impacts,No Impact,Urban
15,Teenagers,Female,4.54,Need Attention,Tablet,Portable,<30,True,0.34,Anxiety,Mental,Rural
12,Pre-teens,Female,6.61,Moderate Concern,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Rural
17,Late teens,Female,3.73,Need Attention,Smartphone,Portable,<30,True,0.46,Poor Sleep,Mental,Urban
12,Pre-teens,Female,5.54,Need Attention,Smartphone,Portable,<30,True,0.41,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
12,Pre-teens,Male,4.94,Need Attention,Smartphone,Portable,<30,True,0.44,No health impacts,No Impact,Urban
8,Pre-teens,Female,4.32,Need Attention,Smartphone,Portable,<30,True,0.54,No health impacts,No Impact,Urban
17,Late teens,Female,3.87,Need Attention,TV,Wallmounted,>30,True,0.43,Poor Sleep,Mental,Urban
12,Pre-teens,Male,6.42,Moderate Concern,Smartphone,Portable,<30,True,0.4,"Poor Sleep, Obesity Risk",Both Physical and Mental,Urban
13,Teenagers,Female,3.63,Need Attention,Smartphone,Portable,<30,True,0.36,Poor Sleep,Mental,Urban
8,Pre-teens,Male,6.5,Moderate Concern,TV,Wallmounted,>30,True,0.56,Anxiety,Mental,Urban
18,Late teens,Male,6.33,Moderate Concern,Smartphone,Portable,<30,True,0.39,Poor Sleep,Mental,Urban
14,Teenagers,Male,4.94,Need Attention,Smartphone,Portable,<30,True,0.41,No health impacts,No Impact,Urban
8,Pre-teens,Female,5.34,Need Attention,TV,Wallmounted,>30,True,0.42,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
18,Late teens,Male,5.03,Need Attention,Smartphone,Portable,<30,True,0.49,Poor Sleep,Mental,Urban
9,Pre-teens,Male,1.44,No harm,TV,Wallmounted,>30,False,0.55,No health impacts,No Impact,Urban
9,Pre-teens,Male,0.0,No harm,TV,Wallmounted,>30,False,0.4,No health impacts,No Impact,Rural
12,Pre-teens,Female,3.49,Need Attention,Smartphone,Portable,<30,True,0.33,Poor Sleep,Mental,Urban
17,Late teens,Female,4.58,Need Attention,TV,Wallmounted,>30,True,0.38,Eye Strain,Physical,Urban
14,Teenagers,Male,5.6,Need Attention,Smartphone,Portable,<30,True,0.45,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
8,Pre-teens,Female,6.96,Moderate Concern,Tablet,Portable,<30,True,0.55,No health impacts,No Impact,Urban
17,Late teens,Male,4.68,Need Attention,TV,Wallmounted,>30,True,0.47,Eye Strain,Physical,Rural
8,Pre-teens,Male,2.7,No harm,Smartphone,Portable,<30,True,0.44,No health impacts,No Impact,Urban
8,Pre-teens,Female,4.33,Need Attention,TV,Wallmounted,>30,True,0.58,No health impacts,No Impact,Urban
13,Teenagers,Male,4.06,Need Attention,Laptop,Portable,<30,True,0.49,"Poor Sleep, Anxiety",Mental,Urban
9,Pre-teens,Male,1.51,No harm,Tablet,Portable,<30,False,0.49,No health impacts,No Impact,Urban
8,Pre-teens,Female,0.51,No harm,Smartphone,Portable,<30,False,0.58,No health impacts,No Impact,Rural
13,Teenagers,Male,5.05,Need Attention,Smartphone,Portable,<30,True,0.44,"Poor Sleep, Anxiety",Mental,Rural
9,Pre-teens,Female,4.13,Need Attention,TV,Wallmounted,>30,True,0.49,No health impacts,No Impact,Urban
13,Teenagers,Female,2.91,No harm,TV,Wallmounted,>30,False,0.42,No health impacts,No Impact,Urban
17,Late teens,Male,3.46,Need Attention,Laptop,Portable,<30,True,0.48,Poor Sleep,Mental,Urban
15,Teenagers,Female,3.91,Need Attention,Smartphone,Portable,<30,True,0.48,"Poor Sleep, Eye Strain, Anxiety",Both Physical and Mental,Urban
9,Pre-teens,Male,2.57,No harm,Smartphone,Portable,<30,True,0.58,No health impacts,No Impact,Urban
18,Late teens,Male,6.07,Moderate Concern,Smartphone,Portable,<30,True,0.44,Eye Strain,Physical,Rural
16,Teenagers,Male,3.65,Need Attention,Smartphone,Portable,<30,True,0.31,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
15,Teenagers,Female,3.16,Need Attention,Laptop,Portable,<30,True,0.43,Poor Sleep,Mental,Urban
17,Late teens,Male,2.1,No harm,Smartphone,Portable,<30,False,0.33,No health impacts,No Impact,Rural
8,Pre-teens,Female,7.69,Moderate Concern,Tablet,Portable,<30,True,0.5,Poor Sleep,Mental,Urban
14,Teenagers,Male,5.52,Need Attention,Laptop,Portable,<30,True,0.34,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
17,Late teens,Female,2.86,No harm,Smartphone,Portable,<30,False,0.48,No health impacts,No Impact,Urban
13,Teenagers,Male,3.81,Need Attention,TV,Wallmounted,>30,True,0.39,No health impacts,No Impact,Urban
13,Teenagers,Male,6.51,Moderate Concern,Tablet,Portable,<30,True,0.3,"Poor Sleep, Eye Strain",Both Physical and Mental,Urban
